id,recommendationId
40787,23273
40787,34972
40787,37105
40787,39175
40787,585
40787,38594
36098,23273
36098,28851
36098,32281
36098,27775
36098,40787
36098,587
36098,36793
36098,4181
36098,34822
36098,35839
36098,12189
36098,6547
36098,37450
36098,38329
36098,37956
36098,9989
36098,34498
36098,30654
36098,390
36098,4483
36098,1689
36098,38594
36098,31043
36098,39195
28957,164
28957,32983
28957,36538
28957,40211
28957,3002
28957,759
28957,6675
28957,523
28957,31988
28957,28805
28957,32937
28957,9735
28957,486
39533,30346
39533,36649
39533,32995
39533,12531
39533,33899
39533,23273
39533,243
39533,33203
39533,877
39533,32949
39533,37435
39533,57
39533,5680
39533,40679
39533,38080
39533,33352
39533,42923
39533,36652
39533,42590
39533,10161
39533,6547
39533,44074
39533,23755
39533,40730
28735,12531
28735,32948
28735,31646
28735,7588
28735,7193
28735,10800
28735,1033
28735,877
28735,13349
28735,32995
28735,42590
28735,37208
28735,10162
28735,9996
28735,1203
28735,12679
28735,30
28735,15227
28735,22789
28735,6114
28735,23273
28735,32998
28735,33352
28735,33840
20583,11771
20583,18689
20583,37965
20583,18507
20583,31964
20583,37403
20583,10800
20583,40679
20583,2159
20583,18179
20583,34636
20583,21185
20583,42923
20583,170
20583,32494
20583,263
20583,32995
20583,28171
20583,31588
20583,42395
20583,27989
20583,37259
20583,33899
20583,22
38883,37403
38883,34636
38883,40211
38883,3002
38883,759
38883,6675
38883,523
38883,31988
38883,28805
38883,32937
38883,9735
38883,486
34612,32182
34612,30276
34612,37510
34612,37999
34612,34134
34612,918
34612,11843
47778,47778
47778,47778
47778,47778
47778,40211
47778,3002
47778,759
47778,6675
47778,523
47778,31988
47778,28805
47778,32937
47778,9735
47778,486
12355,35851
12355,10162
12355,523
12355,28805
12355,4181
12355,2236
12355,32281
12355,1029
12355,32491
12355,10408
12355,39575
12355,2966
12355,36936
12355,8142
12355,164
12355,512
12355,120
12355,12917
12355,578
12355,38759
12355,2890
12355,7711
12355,16664
12355,33352
31181,4282
31181,40291
31181,40211
31181,3002
31181,759
31181,6675
31181,523
31181,31988
31181,28805
31181,32937
31181,9735
31181,486
23273,31646
23273,36098
23273,1698
23273,9989
23273,4181
23273,12531
23273,27775
23273,6547
23273,33352
23273,18245
23273,27989
23273,13759
23273,28851
23273,2594
23273,32995
23273,32281
23273,32729
23273,2167
23273,17895
23273,16067
23273,10800
23273,36652
23273,38080
23273,1579
33255,32182
33255,918
33255,30276
33255,32542
33255,41094
33255,11843
33255,32648
33255,23289
33255,43692
33255,40620
33255,10165
33255,9863
33255,37510
33255,9513
33255,36296
33255,39196
33255,114
33255,37171
33255,34881
33255,20431
33255,32093
33255,15751
33255,30831
33255,35821
42249,42249
42249,42249
42249,42249
42249,42249
42249,31043
42249,31240
42249,9253
42249,44074
42249,40904
42249,6746
42249,36649
42249,6114
42249,851
42249,2463
42249,32729
42249,31478
42249,30015
42249,40359
42249,32998
42249,37450
42249,1604
42249,1913
42249,32867
42249,1703
42249,41587
42249,31251
42249,34620
42249,39531
12431,7674
12431,35839
12431,16918
12431,329
12431,28297
12431,23273
12431,19
12431,11061
12431,10162
12431,1029
12431,344
12431,28
12431,1210
12431,2001
12431,31580
12431,1942
12431,2929
12431,1025
12431,22687
12431,1941
12431,38691
12431,57
12431,245
12431,25835
30484,31240
30484,31043
30484,10087
30484,33028
30484,38256
30484,43
30484,849
30484,38329
30484,20583
30484,30
41487,14833
41487,40852
41487,29803
41487,40211
41487,3002
41487,759
41487,6675
41487,523
41487,31988
41487,28805
41487,32937
41487,9735
41487,486
45556,40211
45556,3002
45556,759
45556,6675
45556,523
45556,31988
45556,28805
45556,32937
45556,9735
45556,486
37965,37965
37965,37965
37965,37965
37965,37965
37965,20583
37965,36653
37965,18507
37965,31559
37965,31964
37965,18179
37965,34636
37965,11771
37965,22135
37965,2159
37965,40679
37965,38080
37965,37972
37965,32948
37965,43756
37965,37403
37965,170
37965,32494
37965,4618
37965,35180
37965,11061
37965,35839
37965,32483
37965,39583
37999,35860
37999,1535
37999,38992
37999,4224
37999,23289
37999,853
37999,7054
37999,24
37999,33487
37999,48926
37999,42897
37999,34902
37999,145
37999,32542
37999,35968
37999,2605
37999,34933
37999,30831
37999,33255
37999,5909
37999,14813
37999,28171
37999,5081
37999,31952
38450,40730
38450,41923
38450,40211
38450,3002
38450,759
38450,6675
38450,523
38450,31988
38450,28805
38450,32937
38450,9735
38450,486
9617,24997
9617,21647
9617,66
9617,7311
9617,36990
9617,28851
9617,13333
31646,23273
31646,10800
31646,16
31646,4081
31646,28735
31646,22135
31646,28851
31646,12189
31646,22789
31646,38680
31646,33899
31646,35905
31646,38145
31646,46352
31646,37379
31646,38080
31646,2562
31646,9989
31646,33352
31646,32828
31646,135
31646,32948
31646,30
31646,16918
39587,39587
39587,39587
39587,39587
39587,39587
39587,9253
39587,30
39587,28223
39587,9756
39587,31043
39587,30831
39587,934
39547,35639
39547,18245
39547,12189
39547,35507
39547,9656
39547,30727
39547,10719
39547,40839
39547,23277
39547,6045
39547,5081
39547,28851
39547,36885
39547,37450
40059,38668
40059,14719
40059,37991
40059,40211
40059,3002
40059,759
40059,6675
40059,523
40059,31988
40059,28805
40059,32937
40059,9735
40059,486
21329,21329
21329,2175
21329,40211
21329,3002
21329,759
21329,6675
21329,523
21329,31988
21329,28805
21329,32937
21329,9735
21329,486
11981,32
11981,3785
11981,31758
11981,7311
11981,30
11981,25907
11981,48488
11981,10087
11981,440
11981,4282
11981,5785
11981,34437
11981,441
11981,1943
11981,20047
11981,339
11981,1889
11981,28771
11981,34445
11981,820
11981,1177
11981,1118
11981,28701
11981,39417
30709,2973
30709,31043
30709,249
30709,40211
30709,3002
30709,759
30709,6675
30709,523
30709,31988
30709,28805
30709,32937
30709,9735
30709,486
14397,135
14397,25013
14397,2034
14397,12365
14397,33840
14397,40776
14397,23273
14397,10884
14397,38889
14397,658
49053,40211
49053,3002
49053,759
49053,6675
49053,523
49053,31988
49053,28805
49053,32937
49053,9735
49053,486
7472,38249
7472,2107
7472,40211
7472,3002
7472,759
7472,6675
7472,523
7472,31988
7472,28805
7472,32937
7472,9735
7472,486
39741,12189
39741,35851
39741,40211
39741,3002
39741,759
39741,6675
39741,523
39741,31988
39741,28805
39741,32937
39741,9735
39741,486
35557,13125
35557,387
35557,34599
35557,9756
35557,34712
35557,16498
35557,39195
35557,22319
35557,30
35557,1818
35557,35838
35557,3701
35557,37779
35557,33089
35557,16664
35557,35062
35557,37141
35557,584
35557,33489
35557,31646
35557,457
35557,13759
35557,25519
35557,41025
36885,34822
36885,39547
36885,40936
36885,14813
33255,32182
33255,918
33255,30276
33255,32542
33255,41094
33255,11843
33255,32648
33255,23289
33255,43692
33255,40620
33255,10165
33255,9863
33255,37510
33255,9513
33255,36296
33255,39196
33255,114
33255,37171
33255,34881
33255,20431
33255,32093
33255,15751
33255,30831
33255,35821
48569,35507
48569,40211
48569,3002
48569,759
48569,6675
48569,523
48569,31988
48569,28805
48569,32937
48569,9735
48569,486
49926,49926
49926,49926
49926,49926
49926,49926
49926,40211
49926,3002
49926,759
49926,6675
49926,523
49926,31988
49926,28805
49926,32937
49926,9735
49926,486
38680,14713
38680,33899
38680,31646
38680,853
38680,6045
38680,45055
38680,32729
38680,2167
38680,14813
38680,33352
38680,38080
38680,30015
38680,4224
38680,5678
38680,32175
38680,13759
38680,2924
38680,28171
38680,25013
38680,37786
38680,21995
38680,37972
38680,37999
38680,37497
25781,19211
25781,38480
25781,22689
25781,40211
25781,3002
25781,759
25781,6675
25781,523
25781,31988
25781,28805
25781,32937
25781,9735
25781,486
30276,32182
30276,31964
30276,33255
30276,29803
30276,918
30276,15809
30276,9941
30276,15315
30276,11061
30276,18679
30276,40496
30276,813
30276,32542
30276,37510
30276,34009
30276,5005
30276,38659
30276,23755
30276,40979
30276,16774
30276,40748
30276,269
30276,24833
30276,33486
44087,40211
44087,3002
44087,759
44087,6675
44087,523
44087,31988
44087,28805
44087,32937
44087,9735
44087,486
38889,38889
38889,38889
38889,38889
38889,38889
38889,37379
38889,23273
38889,34636
38889,14397
38889,38680
38889,40392
38889,42590
5300,861
5300,457
5300,142
5300,38680
5300,489
5300,199
5300,2931
5300,2966
5300,10232
5300,6045
5300,10162
5300,477
5300,173
5300,10408
5300,6444
42897,4224
42897,35968
42897,41389
42897,7054
42897,34902
42897,14227
42897,145
42897,21995
42897,40530
42897,37999
42897,37450
42897,48926
42897,36793
42897,6045
42897,34822
42897,14753
42897,23289
42897,2034
42897,31414
42897,30015
42897,41103
42897,17895
42897,23273
42897,31646
30346,36214
30346,39533
30346,40615
30346,32995
30346,12531
30346,8426
30346,6164
30346,15439
30346,33654
30346,1908
30346,21105
30346,9926
30346,35677
30346,16782
30346,40491
30346,145
30346,16528
30346,10161
30346,42923
38003,38003
38003,38003
38003,38003
38003,38003
38003,28735
38003,1
38003,39063
38003,1575
38003,42249
6594,5081
6594,2966
6594,205
6594,37520
6594,2246
6594,17074
6594,20853
6594,340
6594,223
6594,249
6594,20
6594,4981
6594,3588
6594,28497
6594,8086
6594,34599
6594,7785
6594,617
6594,419
6594,28805
6594,19815
6594,11013
6594,25013
6594,22199
2251,6746
2251,32998
2251,1
2251,5114
2251,889
2251,121
2251,24439
2251,46102
2251,25183
2251,40052
2251,36649
2251,934
2251,4282
2251,31478
2251,35889
2251,31405
2251,2025
2251,226
2251,777
2251,369
2251,6973
2251,37451
2251,10721
2251,5081
25835,7674
25835,31953
25835,34494
25835,32607
25835,39792
25835,9289
25835,29163
25835,1797
25835,10278
25835,27989
25835,240
25835,329
25835,34561
25835,32948
25835,35839
25835,5680
25835,710
25835,14045
25835,40716
25835,18119
25835,12365
25835,1592
25835,16
25835,40513
42984,10075
42984,38824
42984,47904
42984,40861
42984,33898
42984,2724
6114,6880
6114,2001
6114,30240
6114,19
6114,3002
6114,578
6114,267
6114,42249
6114,263
6114,5114
6114,2402
6114,658
6114,37779
6114,877
6114,889
6114,21
6114,12531
6114,13601
6114,160
6114,16498
6114,10271
6114,9756
6114,3509
6114,11179
40852,40852
40852,40852
40852,40852
40852,40852
40852,39551
40852,41487
40852,40211
40852,3002
40852,759
40852,6675
40852,523
40852,31988
40852,28805
40852,32937
40852,9735
40852,486
41025,41025
41025,41025
41025,41025
41025,41025
41025,37520
41025,33352
41025,457
41025,40571
41025,35851
41025,36028
41025,34599
41025,9989
41025,202
41025,28851
41025,164
41025,486
41025,6
41025,39535
41025,41457
41025,10408
41025,35079
41025,28999
41025,37984
41025,39575
41025,25013
41025,1371
41025,23283
41025,1829
1735,1735
1735,1735
1735,1735
1735,1735
1735,269
1735,34572
