id,en_title,season_year,episodes_count,episode_duration,format_destination,release_status
9334,Mecha Afro-kun,2010,1,32,ova,finished
9338,Ore no Sora Keiji-hen,1991,2,50,ova,finished
9343,Bousou Sengokushi,1991,2,45,ova,finished
9349,Shizukanaru Don: Yakuza Side Story,1991,1,40,ova,finished
3465,Nagasaki 1945: Angelus no Kane,2005,1,80,movie,finished
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,2007,1,82,ova,finished
9376,Yamato Takeru: After War,1995,2,25,ova,finished
9387,Ginga Hyouryuu Vifam: Kachua Kara no Tayori,1984,1,50,ova,finished
9388,Ginga Hyouryuu Vifam: Atsumatta 13-nin,1984,1,56,ova,finished
9403,Shin Mashin Eiyuuden Wataru Majinzan,1989,2,25,ova,finished
9404,Shiawase no Katachi,1990,4,30,ova,finished
9445,Gunparade Orchestra OVA,2006,3,30,ova,finished
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,1998,1,30,ova,finished
9498,Naniwa Yuukyouden,1992,2,60,ova,finished
9500,Starlight Scramble Renai Kouhosei,1998,2,30,ova,finished
9519,Medaka no Gakkou,2001,5,14,ova,finished
3575,Sugai-kun to Kazoku Ishi The Movie,2008,1,90,movie,finished
9665,Bucchigiri,1989,4,50,ova,finished
3659,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,2006,1,53,movie,finished
9748,Kaze wo Nuke!,1988,1,30,ova,finished
9749,Shin Otokogi,1998,2,40,ova,finished
9759,Future GPX Cyber Formula Graffiti,1992,1,30,ova,finished
30455,Kantai Collection: KanColle 2,,0,,tv,not yet released
9794,Tono to Issho 1.5,2010,1,4,ova,finished
9797,MonHun Nikki Girigiri Airuu Mura: Airuu Kiki Ippatsu OVA,2010,2,3,ova,finished
9825,Tonari no Tokoro,1990,1,32,ova,finished
4101,Wan Wan Serepu Soreyuke! Tetsunoshin,2006,51,23,tv,finished
9829,Yonimo Osoroshii Nihon Mukashibanashi,,3,18,ova,finished
9878,Licca-chan to Yamaneko Hoshi no Tabi,1997,1,78,ova,finished
9879,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,1991,1,15,ova,finished
9944,Hime Gal♥Paradise,2010,9,11,ova,finished
9965,Soukou Kyoshin Z-Knight,1991,1,9,ova,finished
9993,Samuraider,1991,1,50,ova,finished
9998,Chuuhai Lemon Love 30S,1985,1,44,ova,finished
10077,Sango no Umi to Ouji,2000,1,31,ova,finished
10112,Alexandros no Ketsudan,2003,1,45,ova,finished
10113,Yokohama Meibutsu: Otoko Katayama-gumi!,1991,2,46,ova,finished
10245,Burning Village,1989,10,12,ova,finished
10247,Jankenman: Kaijuu Dai Kessen,1992,1,42,ova,finished
10304,Shin Karate Jigokuhen,1990,2,30,ova,finished
4121,Meimon! Daisan Yakyuubu,1988,40,20,tv,finished
10353,Okama Report,1991,3,45,ova,finished
10369,Shougeki Shinsengumi,1989,1,25,ova,finished
10481,Otohime Connection,1991,1,45,ova,finished
10564,Korogashi Ryouta,1990,3,30,ova,finished
10648,Mars,1994,2,30,ova,finished
10741,Jingi,1991,2,50,ova,finished
4096,Mizu no Tane,,1,19,movie,finished
10852,Game Tengoku OVA,,1,16,ova,finished
4112,Oyaro Nezumi no Fushigi na Tabi,1978,1,83,movie,finished
10882,Ghost Messenger,,6,35,ova,finished
4201,Chocchan Monogatari,1996,1,76,movie,finished
10967,Circuit no Ookami II: Modena no Ken,1990,1,44,ova,finished
4220,Okonjoururi,,1,25,movie,finished
11585,Fig,,1,5,ova,finished
11695,Ultraman Graffiti,1990,6,8,ova,finished
11767,Justeen,2011,1,24,ova,finished
11959,Moeru! Onii-san (OVA),1989,2,35,ova,finished
4388,Mazinger Z vs. Dr. Hell,1974,1,25,movie,finished
12337,Soukou Kihei Votoms Recaps,1986,4,57,ova,finished
12439,Soukou Kihei Votoms: Vol.1 Stories of the 'A.T. Votoms',1985,1,55,ova,finished
12441,Soukou Kihei Votoms: Vol.2 Highlights of the 'A.T. Votoms',1985,1,30,ova,finished
12451,Gattai Robot Atranger,2011,1,15,ova,finished
12497,Garakuta-doori no Stain: Epilogue,2003,1,31,ova,finished
12643,Happening Star,2012,1,50,ova,finished
12657,Tongari Boushi no Memole: Marielle no Housekibako,1985,1,75,ova,finished
12759,Zoku Zoku Mura no Obake-tachi,1996,12,20,ova,finished
12791,Yankee Reppuu Tai,1989,6,50,ova,finished
12833,Ushiro no Hyakutarou,1991,2,60,ova,finished
12899,Ucchare Goshogawara,1991,1,50,ova,finished
12981,Kono Shihai kara no Sotsugyou,2004,1,33,ova,finished
13047,Anime Koukyoushi: Jungle Taitei,1991,1,51,ova,finished
13103,Ponta to Ensoku,2012,1,12,ova,finished
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,1994,5,30,ova,finished
4621,The Olympic Challenge,,1,75,movie,finished
13553,Bakusou Circuit Roman Twin,1989,1,30,ova,finished
4211,Hareluya II Boy,1997,25,23,tv,finished
14039,Katayoku no Khronos Gear,2012,1,,ova,finished
4790,Zeno: Kagiri Naki Ai ni,1999,1,74,movie,finished
,Chika☆Chika Idol,,0,,tv,not yet released
4907,Daikyouryuu Jidai,1979,1,79,movie,finished
14631,Dangerous Jiisan Ja,2012,1,30,ova,finished
15111,Spy Penguin,2012,3,5,ova,finished
4244,Ginga Shippuu Sasuraiger,1983,43,20,tv,finished
15211,Nazotoki-hime wa Meitantei♥,2012,6,14,ova,finished
15937,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,2005,1,8,ova,finished
4332,Seigi wo Aisuru Mono Gekko Kamen,1972,39,20,tv,finished
32012,Utakata:Overdrive,,0,,tv,not yet released
16021,Miracle Psychicer Seizan,1991,5,30,ova,finished
5240,Pyu to Fuku! Jaguar: Ima, Fuki ni Yukimasu,2009,1,78,movie,finished
16257,Efficus: Kono Omoi o Kimi ni...,1998,2,40,ova,finished
16261,Arisa☆Good Luck,,1,30,ova,finished
16263,Konchuu Tsurezuregusa,1995,1,15,ova,finished
16377,Peeping Life: The Perfect Extension,2011,10,5,ova,finished
16510,Shin Shounan Bakusouzoku Arakure Knight,1997,2,43,ova,finished
16590,Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,1990,1,65,ova,finished
5303,Xabungle Graffiti,1983,1,84,movie,finished
5314,Rokumon Tengai Mon Colle Knight Movie: Densetsu no Fire Dragon,2000,1,32,movie,finished
16788,Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,1990,3,40,ova,finished
17002,Choujuu Kishin Dancougar: Juusenki-tai Songs,,1,24,ova,finished
17131,Dennou Sentai Voogie's Angel: Forever and Ever,1999,1,75,ova,finished
17201,Toki no Daichi: Hana no Oukoku no Majo,1998,3,30,ova,finished
5503,Atagoal wa Neko no Mori,2006,1,81,movie,finished
17307,Dr. Typhoon,1991,1,45,ova,finished
17339,Kentauros no Densetsu,1987,1,95,ova,finished
5515,Wakusei Robo Danguard Ace: Uchuu Daikaisen,1978,1,25,movie,finished
17359,Peeping Life: The Perfect Explosion,2012,10,5,ova,finished
17405,Hino Hideshi Toukaidou Yotsuya Kaidan,2000,1,70,ova,finished
17427,Sabaku no Takara no Shiro,2002,1,31,ova,finished
17471,Yanase Takashi Märchen Gekijou,2008,30,21,ova,finished
17473,Jungle Wars,1991,1,40,ova,finished
17485,Kiki to Lala no Ohime-sama ni Naritai,1993,1,30,ova,finished
17615,Kyoufu Shinbun,1991,2,30,ova,finished
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,1996,1,40,ova,finished
17649,Udauda Yatteru Hima wa Nee!,1995,2,50,ova,finished
17903,Otokogi,1990,3,52,ova,finished
17933,Pyuu to Fuku! Jaguar,2007,3,30,ova,finished
17953,Hello Kitty no London ni Orita Uchuujin,1992,1,30,ova,finished
17977,Kiki to Lala no Hakuchouza no Ohime-sama,1993,1,30,ova,finished
17979,Kiki to Lala no Papa to Mama ni Aitai,1994,1,18,ova,finished
17981,Kiki to Lala no Hoshi no Dance Shoes,1993,1,30,ova,finished
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,1992,1,20,ova,finished
17985,Kero Kero Keroppi no Boku-tachi no Takaramono,1994,1,30,ova,finished
18031,Hello Kitty no Happy! Kasou Taikai,1993,1,30,ova,finished
18033,Hello Kitty no Yuubinya-san Arigatou,1993,1,20,ova,finished
18071,Chalk-iro no People,1988,1,54,ova,finished
18081,Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,2001,1,7,ova,finished
18087,Kero Kero Keroppi no Bouken: Pink no Kinoko,1993,1,31,ova,finished
18275,Mini Yon Soldier Rin!,1989,1,30,ova,finished
5827,Shoujouji no Tanuki-bayashi Ban Danemon,,1,3,movie,finished
18443,Field ni Soyogu Kaze,1997,1,25,ova,finished
18451,Don: Gokudou Suikoden,1992,2,50,ova,finished
18475,Kagayake! Yuujou no V Sign,2005,1,25,ova,finished
18521,GUNbare! Game Tengoku 2 the Movie,1998,1,15,ova,finished
18567,Taiman Blues: Ladies-hen - Mayumi,1990,2,47,ova,finished
18569,Taiman Blues: Shimizu Naoto-hen,1987,3,30,ova,finished
18575,Noobow: Kieta Medal,1990,1,25,ova,finished
18583,Kangetsu Ittou: Akuryou Kiri,1989,2,45,ova,finished
32568,Kamiwaza Wanda,2016,47,24,tv,finished
18629,Taiheiyou ni Kakeru Niji,1992,1,30,ova,finished
18631,Naniwa Kinyuu Den: Minami no Teiou,1993,2,45,ova,finished
18683,Shibai Taroka,1993,2,52,ova,finished
18703,Star Dust,1992,1,32,ova,finished
18731,Bokutachi no Peace River,1998,1,32,ova,finished
18743,Money Wars: Nerawareta Waterfront Keikaku,1991,1,45,ova,finished
5895,Tistou Midori no Oyayubi,1990,1,74,movie,finished
4468,Nagagutsu wo Haita Neko no Boken,1992,26,20,tv,finished
18821,Ano Yama ni Noborou yo,,1,30,ova,finished
5916,Donguri no Ie,,1,100,movie,finished
18823,Hello Kitty no Kieta Santa-san no Okurimono,,1,9,ova,finished
5917,Tsuru ni Notte: Tomoko no Bouken,1993,1,30,movie,finished
18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,1988,1,57,ova,finished
19059,UFO Nitsukamatta Kodomo-tachi,,1,20,ova,finished
5921,Utsunomiko,1989,1,80,movie,finished
19063,Judo-bu Monogatari,1991,2,30,ova,finished
19069,Okane wa Mawaru: Kurashi to Kinyuu,,1,16,ova,finished
5922,Tenjouhen: Utsunomiko,1990,1,71,movie,finished
19071,Hyakumannen Attara, Dousuru?,,1,28,ova,finished
4470,Gene Diver,1994,56,20,tv,finished
5929,Hi no Ame ga Furu,1988,1,80,movie,finished
19073,Hoshigari Hime no Bouken,,1,20,ova,finished
5943,Umi no Aurora,2000,1,91,movie,finished
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,1988,1,10,ova,finished
19463,Hamuko Mairu!,1996,1,20,ova,finished
19497,Kagerouka-kun,2003,1,15,ova,finished
19513,Toki-iro Kaima,1989,4,20,ova,finished
19515,Kentoushi,1990,3,30,ova,finished
6018,Patchin shite! Obaa-chan,1992,1,90,movie,finished
19517,Taabou no Ryuuguusei Daitanken,1991,1,36,ova,finished
19583,Ishii Hisaichi no Dai Seikai,1991,1,43,ova,finished
19597,Milk House Dreaming: Ai no Shiki,1987,1,43,ova,finished
19627,Junkers Come Here: Memories of You,1994,1,29,ova,finished
19705,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,,1,10,ova,finished
19717,Zoku Naniwa Yuukyouden,1992,1,58,ova,finished
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,1992,1,58,ova,finished
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,1993,1,59,ova,finished
6063,Penguin no Mondai Movie,2009,1,23,movie,finished
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,1993,1,59,ova,finished
19753,Naniwa Yuukyouden: Kanketsu-hen,1993,1,58,ova,finished
19783,Nanbo no Monjai! Yankee Gurentai,1992,1,45,ova,finished
19797,Nanbo no Monjai! 2: Yankee Gurentai,1993,1,45,ova,finished
6072,11 Piki no Neko to Ahoudori,1986,1,90,movie,finished
19817,Namakemono ga Miteta,1988,2,29,ova,finished
19849,Peeping Life 5.0ch,2012,10,5,ova,finished
6073,21 Emon Uchuu e Irasshai!,1981,1,92,movie,finished
19899,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,1990,11,27,ova,finished
19921,Ogami Matsugorou,1989,1,50,ova,finished
6074,21 Emon Uchuu ike! Hadashi no Princess,1992,1,40,movie,finished
19923,Anata ga Furikaeru Toki,1993,1,31,ova,finished
6150,Shanshan De Hongxing,,1,85,movie,finished
20111,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,1999,1,40,ova,finished
6156,Xi Yangyang Yu Hui Tailang: Niuqi Chong Tian,,1,85,movie,finished
20353,Gakkou no Yuurei,1995,6,32,ova,finished
4504,Kinkyuu Hasshin Saver Kids,1991,50,25,tv,finished
20499,Honki!,1990,3,50,ova,finished
20703,Goannai Shimasu Another World e,,1,16,ova,finished
4511,Hoero! Bun Bun,1980,39,23,tv,finished
23275,Tsubu★Doll,,5,,ova,not yet released
6517,Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,2008,1,90,movie,finished
6519,Tamagotchi Honto no Hanashi,1997,1,120,movie,finished
,Yume Miru Kikai,,1,,movie,cancelled
6630,Asari-chan: Ai no Marchen Shoujo,1982,1,24,movie,finished
6671,Byeolnala Samchongsa,1979,1,66,movie,finished
6728,Helen Keller Monogatari: Ai to Hikari no Tenshi,1981,1,72,movie,finished
6759,Cynical Hysterie Hour: Trip Coaster,1988,1,8,movie,finished
6760,Cynical Hysterie Hour: Henshin!,1989,1,8,movie,finished
6761,Cynical Hysterie Hour: Yoru wa Tanoshii,1989,1,8,movie,finished
4554,Dokkiri Doctor,1998,26,20,tv,finished
6762,Cynical Hysterie Hour: Utakata no Uta,1989,1,8,movie,finished
30512,Hero Company,2015,2,14,ova,finished
4574,Saikyou Robot Daioja,1981,50,20,tv,finished
32444,Saber Marionette J: The Last Story,,0,,ova,not yet released
32107,Itoshi no Muco OVA,2016,1,12,ova,finished
34151,Landreaall,2017,1,30,ova,finished
4614,Moero Arthur: Hakuba no Oji,1980,22,24,tv,finished
6965,Kaiketsu Zorori: Mahou Tsukai no Deshi / Dai Kaizoku no Takara Sagashi,1993,1,30,movie,finished
33224,Avabel Online,,0,,tv,cancelled
24019,Manabu no Natsuyasumi,,1,24,ova,finished
34925,Butten Monogatari,,10,30,ova,finished
22523,Sekai no Hikari: Shinran Shounin,,6,32,ova,finished
34926,Shinran Shounin to Ousha-jou no Higeki,,1,95,ova,finished
23615,Eiyuu Banka Koushi-den,,1,90,ova,finished
29961,Feng Ji Yun Nu,,1,13,ova,finished
30985,Yamakoshi Mura no Mari to Sanbiki no Koinu,,1,45,ova,finished
,Fushigi no Umi no Nadia: Nautilus Story,,3,100,ova,finished
22271,Aries: Shinwa no Seizakyuu,,1,45,ova,finished
4684,Scarecrowman,2008,26,25,tv,finished
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,2009,1,16,movie,finished
7354,Chikara to Onna no Yo no Naka,,1,2,movie,finished
7420,Byulbyul Iyagi,,6,12,movie,finished
1745,Wild 7 Another Bouryaku Unga,2002,13,22,tv,finished
7473,Rennyo to Sono Haha,1981,1,93,movie,finished
4782,Mama wa Poyopoyo Saurus ga Osuki,1995,52,20,tv,finished
7495,Nonki na Tou-san Ryuuguu Mairi,,1,5,movie,finished
7500,Maabou no Shounen Koukuu Tsuwamono,,1,11,movie,finished
33852,Mekakucity Reload,,0,,tv,not yet released
7526,Ousama no Shippo,1949,1,33,movie,finished
4801,Michel,,26,25,tv,finished
7527,Ponsuke no Udekurabe,1951,1,10,movie,finished
7529,Mori no Ongakukai,1953,1,9,movie,finished
7531,Onbu Obake,1955,1,25,movie,finished
7633,Ari no Seikatsu,,1,14,movie,finished
7696,Sangokushi Daiichibu Eiyuu-tachi no Yoake,1992,1,137,movie,finished
7697,Sangokushi Dainibu Choukou Moyu,1993,1,120,movie,finished
7698,Sangokushi Daisanbu Harukanaru Taichi,1994,1,147,movie,finished
7709,Peng You Town,,1,5,movie,finished
7715,Auto Mommy,2000,1,12,movie,finished
7781,Gothicmade: Hana no Utame,2012,1,70,movie,finished
,Barangay 143,,26,24,tv,finished
7839,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,1976,1,24,movie,finished
7844,The Place Where We Were,,1,6,movie,finished
7856,Kage no Kodomo,,1,18,movie,finished
4928,Idol Tenshi Youkoso Yoko,1990,43,20,tv,finished
7967,Hiroshima ni Ichiban Densha ga Hashitta,1993,1,31,movie,finished
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,2010,1,101,movie,finished
8144,The Moon: Tsuki ga Hoshii to Oujo-sama ga Naita,,0,,movie,not yet released
4940,Captain Kuppa Desert Pirate,2001,26,25,tv,finished
8152,Gegege no Kitarou (1985 Movie),1985,1,24,movie,finished
8153,Gegege no Kitarou: Youkai Daisensou,1986,1,40,movie,finished
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,1986,1,49,movie,finished
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,1986,1,48,movie,finished
8205,Norabbits' Minutes,2006,5,3,movie,finished
8243,Mizuki Shigeru no Toono Monogatari,2010,1,12,movie,finished
8252,Getter Robo (Movie),1974,1,25,movie,finished
8332,Kudan,,1,9,movie,finished
8355,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,2007,1,70,movie,finished
8356,Himitsukessha Taka no Tsume The Movie 2: Watashi wo Aishita Kuro Oolong-Cha,2008,1,90,movie,finished
8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,2010,1,95,movie,finished
8403,Bonobono: Kumomo no Ki no Koto,2002,1,61,movie,finished
8416,Bonobono (Movie),1993,1,103,movie,finished
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,1998,1,42,movie,finished
8492,Kikansha Yaemon,2009,1,31,movie,finished
8493,Gegege no Kitarou: Kitarou no Yuurei Densha,1999,1,11,movie,finished
8494,Kikansha Yaemon: D51 no Daibouken,1974,1,62,movie,finished
8495,Mahou Tsukai Haley no Speed Story,2010,1,30,movie,finished
8522,Midoriyama Koukou Koushien-hen (Movie),1990,1,81,movie,finished
20797,Sennen no Yakusoku,,1,17,ova,finished
4801,Michel,,26,25,tv,finished
7527,Ponsuke no Udekurabe,1951,1,10,movie,finished
35367,Boku no Oldies wa All Color,1987,1,27,ova,finished
7529,Mori no Ongakukai,1953,1,9,movie,finished
7531,Onbu Obake,1955,1,25,movie,finished
7633,Ari no Seikatsu,,1,14,movie,finished
7696,Sangokushi Daiichibu Eiyuu-tachi no Yoake,1992,1,137,movie,finished
7697,Sangokushi Dainibu Choukou Moyu,1993,1,120,movie,finished
7698,Sangokushi Daisanbu Harukanaru Taichi,1994,1,147,movie,finished
7709,Peng You Town,,1,5,movie,finished
7715,Auto Mommy,2000,1,12,movie,finished
7781,Gothicmade: Hana no Utame,2012,1,70,movie,finished
,Barangay 143,,26,24,tv,finished
7839,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,1976,1,24,movie,finished
7844,The Place Where We Were,,1,6,movie,finished
7856,Kage no Kodomo,,1,18,movie,finished
4928,Idol Tenshi Youkoso Yoko,1990,43,20,tv,finished
7967,Hiroshima ni Ichiban Densha ga Hashitta,1993,1,31,movie,finished
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,2010,1,101,movie,finished
8144,The Moon: Tsuki ga Hoshii to Oujo-sama ga Naita,,0,,movie,not yet released
4940,Captain Kuppa Desert Pirate,2001,26,25,tv,finished
8152,Gegege no Kitarou (1985 Movie),1985,1,24,movie,finished
8153,Gegege no Kitarou: Youkai Daisensou,1986,1,40,movie,finished
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,1986,1,49,movie,finished
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,1986,1,48,movie,finished
8205,Norabbits' Minutes,2006,5,3,movie,finished
8243,Mizuki Shigeru no Toono Monogatari,2010,1,12,movie,finished
8252,Getter Robo (Movie),1974,1,25,movie,finished
8332,Kudan,,1,9,movie,finished
8355,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,2007,1,70,movie,finished
8356,Himitsukessha Taka no Tsume The Movie 2: Watashi wo Aishita Kuro Oolong-Cha,2008,1,90,movie,finished
8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,2010,1,95,movie,finished
8403,Bonobono: Kumomo no Ki no Koto,2002,1,61,movie,finished
8416,Bonobono (Movie),1993,1,103,movie,finished
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,1998,1,42,movie,finished
8492,Kikansha Yaemon,2009,1,31,movie,finished
8493,Gegege no Kitarou: Kitarou no Yuurei Densha,1999,1,11,movie,finished
8494,Kikansha Yaemon: D51 no Daibouken,1974,1,62,movie,finished
8495,Mahou Tsukai Haley no Speed Story,2010,1,30,movie,finished
8522,Midoriyama Koukou Koushien-hen (Movie),1990,1,81,movie,finished
8524,The Kabocha Wine: Nita no Aijou Monogatari,1984,1,24,movie,finished
8539,Toilet no Hanako-san,1996,1,31,movie,finished
8563,Chikyuu Monogatari Telepath 2500,1984,1,105,movie,finished
8567,Rusuban,,1,4,movie,finished
8598,Yuki,1981,1,89,movie,finished
8707,Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,1977,1,25,movie,finished
9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,2010,1,51,movie,finished
9078,Rokudenashi Blues 1993,1993,1,85,movie,finished
32596,The Snack World,2017,50,24,tv,finished
9164,Attack No.1: Namida no Fushichou,1971,1,60,movie,finished
9165,Attack No.1: Namida no Kaiten Receive,1970,1,60,movie,finished
9166,Attack No.1: Namida no Sekai Senshuken,1970,1,55,movie,finished
5088,Fabre Sensei wa Meitantei,2000,26,25,tv,finished
9274,Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,1999,1,30,movie,finished
9282,Duel Masters Movie 3: Honoo no Kizuna XX,2010,1,20,movie,finished
5089,Noramimi 2,2008,12,20,tv,finished
9292,Kiki to Lala no Aoi Tori,1989,1,60,movie,finished
9339,Kuma no Gakkou: Jackie to Katie,2010,1,27,movie,finished
9351,Life is Cool,,1,98,movie,finished
9416,Rencanguo,,1,44,movie,finished
39426,Ganbare! Kozou no Koutsuuanzen Patrol Tai,,1,17,ova,finished
9417,The Monkey King Conquers the Demon,,1,86,movie,finished
9446,Sore Ike! Anpanman: Niji no Pyramid,1997,1,56,movie,finished
9447,Byulbyul Iyagi 2,,6,16,movie,finished
9451,Sore Ike! Anpanman: Ningyo Hime no Namida,2000,1,55,movie,finished
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),,1,87,movie,finished
5140,Karaoke Senshi Mike-tarou,1994,20,20,tv,finished
9546,Shirahata no Shoujo Ryuuko,1988,1,101,movie,finished
9558,CJ7: The Cartoon,2010,1,83,movie,finished
9584,Kappa no Sanpei,1993,1,90,movie,finished
9606,Kaba no Potomasu,1988,1,25,movie,finished
1863,Silk Road Shounen Yuuto,2006,26,20,tv,finished
9817,McDull: Gushi,2001,1,76,movie,finished
9818,McDull: Boluo You Wangzi,2004,1,73,movie,finished
9819,McDull: Xiang Dang Dang,2009,1,80,movie,finished
9820,Chun Tian Hua Hua Tong Xuehui,2006,1,92,movie,finished
28965,Kibun wa Uaa Jitsuzai OL Kouza,1994,1,45,ova,finished
26303,Cello Hiki no Gauche,,1,20,ova,finished
9862,Hana no Mahou Tsukai Mary Bell: Phoenix no Kagi,1992,1,43,movie,finished
9866,Oshin,1984,1,123,movie,finished
5184,Negibouzu no Asatarou,2008,48,20,tv,finished
9880,Esper Mami: Hoshizora no Dancing Doll,1988,1,41,movie,finished
9957,Hoshizora no Violin,,1,82,movie,finished
21547,Shin Choubakumatsu Shounen Seiki Takamaru,,6,30,ova,finished
9959,Raiyantsuuri no Uta,1994,1,90,movie,finished
35380,Gi(a)rlish Number Shura,,0,,tv,cancelled
5201,Tomatoman,1992,50,23,tv,finished
20453,Mikosuri Han-Gekijou,,1,30,ova,finished
10040,Chinpui: Eri-sama Katsudou Daishashin,1990,1,40,movie,finished
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,1993,1,60,movie,finished
10057,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,1991,1,40,movie,finished
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,1993,1,86,movie,finished
10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,1992,1,60,movie,finished
10060,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,1996,1,60,movie,finished
5223,Robotan,1986,33,20,tv,finished
10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,1990,1,70,movie,finished
10149,Mo fa a ma,,1,79,movie,finished
10199,Super Doll Licca-Chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,1999,1,30,movie,finished
10200,Bikkuriman: Moen Zone no Himitsu,1988,1,45,movie,finished
8495,Mahou Tsukai Haley no Speed Story,2010,1,30,movie,finished
8522,Midoriyama Koukou Koushien-hen (Movie),1990,1,81,movie,finished
8524,The Kabocha Wine: Nita no Aijou Monogatari,1984,1,24,movie,finished
8539,Toilet no Hanako-san,1996,1,31,movie,finished
8563,Chikyuu Monogatari Telepath 2500,1984,1,105,movie,finished
8567,Rusuban,,1,4,movie,finished
8598,Yuki,1981,1,89,movie,finished
8707,Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,1977,1,25,movie,finished
9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,2010,1,51,movie,finished
9078,Rokudenashi Blues 1993,1993,1,85,movie,finished
32596,The Snack World,2017,50,24,tv,finished
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,2000,2,41,ova,finished
31001,Mirai Kara no Message,,1,25,ova,finished
9164,Attack No.1: Namida no Fushichou,1971,1,60,movie,finished
9165,Attack No.1: Namida no Kaiten Receive,1970,1,60,movie,finished
9166,Attack No.1: Namida no Sekai Senshuken,1970,1,55,movie,finished
5088,Fabre Sensei wa Meitantei,2000,26,25,tv,finished
9274,Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,1999,1,30,movie,finished
9282,Duel Masters Movie 3: Honoo no Kizuna XX,2010,1,20,movie,finished
5089,Noramimi 2,2008,12,20,tv,finished
9292,Kiki to Lala no Aoi Tori,1989,1,60,movie,finished
9339,Kuma no Gakkou: Jackie to Katie,2010,1,27,movie,finished
9351,Life is Cool,,1,98,movie,finished
9416,Rencanguo,,1,44,movie,finished
36298,Robot Girls Z Petit Chara Anime,,1,11,ova,finished
9417,The Monkey King Conquers the Demon,,1,86,movie,finished
9446,Sore Ike! Anpanman: Niji no Pyramid,1997,1,56,movie,finished
9447,Byulbyul Iyagi 2,,6,16,movie,finished
9451,Sore Ike! Anpanman: Ningyo Hime no Namida,2000,1,55,movie,finished
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),,1,87,movie,finished
23723,Teppen,1996,2,50,ova,finished
7696,Sangokushi Daiichibu Eiyuu-tachi no Yoake,1992,1,137,movie,finished
33999,Sugar Bunnies Chocolate! OVA,2009,1,8,ova,finished
7698,Sangokushi Daisanbu Harukanaru Taichi,1994,1,147,movie,finished
5140,Karaoke Senshi Mike-tarou,1994,20,20,tv,finished
9546,Shirahata no Shoujo Ryuuko,1988,1,101,movie,finished
